2025-06-02	90	Bestuursvergadering
2025-06-02	60	bestuur: vergadering
2025-06-02	570	UOT: Toolbox intro herschijven, dashboard verbeteren en ALB teksten controleren
2025-06-01	120	Klusboete Q2 2025
2025-06-01	480	Klusboete Q2 2025
2025-06-01	120	UOT: Beslissingsdocument lezen
2025-05-31	120	Feest opbouw
2025-05-30	240	Feest opbouw
2025-05-30	240	camping trip
2025-05-29	240	campingtrip regellen+inpakken enzo
2025-05-29	60	Feestcommittee meeting
2025-05-28	60	Feest vergadering
2025-05-28	60	Feest commissie budget afronden
2025-05-28	60	Burendagoverleg
2025-05-25	210	NWL feest afbouwen
2025-05-25	180	Feest build down
2025-05-25	60	opruimen feest
2025-05-25	120	Feest afbouwen
2025-05-25	120	Party builddown
2025-05-25	90	Feest afbouw
2025-05-25	240	feest afbouw
2025-05-25	120	party afbouw
2025-05-25	240	cleaning up after Nieuwelaan feest
2025-05-25	30	OHC: Overleg over verzekering
2025-05-24	300	Opbouw feest 
2025-05-24	60	Worshop Nieuwelaanfeest Jongleren
2025-05-24	210	NWL feest opbouwen
2025-05-24	240	Filmmaking workshop + editing dj visuals
2025-05-24	120	Feest build up
2025-05-24	240	Feest opbouwen
2025-05-24	240	Party buildup and getting more foods
2025-05-24	240	feest opbouw+apparatuur halen
2025-05-24	240	nieuwelaan party cooking, door shift, preparation and cleaning
2025-05-23	120	Feest build up
2025-05-23	240	feest opbouw ed
2025-05-23	120	Huisfeest opbouwen
2025-05-22	0	Responding to instemming candidates and scheduling dinners
2025-05-22	120	CvT Mail - Jaarrekening
2025-05-22	60	NWL Feest 
2025-05-22	180	Party preparations, buying foods and drinks
2025-05-22	210	feest opbouw ed
2025-05-22	90	UOT: Toolbox aflossingsvrij
2025-05-21	300	bestuur: voorbereiding ALV
2025-05-21	300	UOT: Toolbox
2025-05-21	30	OHC: Rondje met Riboglas
2025-05-20	60	NBC
2025-05-20	60	NBC Alejandra 
2025-05-20	60	NBC Alejandra
2025-05-20	30	UOT overleg
2025-05-20	30	OHC: Rondje met CVJ totaalglas
2025-05-19	120	Kascontrolecommissie 
2025-05-19	60	notulen
2025-05-19	120	KasCo meeting
2025-05-19	210	Kasco: Overleg met penningmeester
2025-05-18	0	Scheduling dinners for instemming
2025-05-18	30	Scheduling dinners for instemming
2025-05-17	300	tuinklusdag
2025-05-17	300	bestuur: uitkering
2025-05-17	0	Responding to instemming candidates and scheduling dinners
2025-05-17	180	Responding to instemming candidates and scheduling dinners
2025-05-17	360	UOT: Toolbox
2025-05-16	90	FeestCo 
2025-05-16	120	Huiskamerconcertoptuigenis
2025-05-16	30	Compost mixing
2025-05-16	240	Party buildup
2025-05-15	60	Nieuwelaan party planning. Reaching contacting musicians, printing and distributing neighborhood letters, creating party budget, ordering and picking up beers
2025-05-15	-180	Hours returned to bart
2025-05-15	180	Hours returned to Bart from Emil
2025-05-15	540	Jaarrekening review
2025-05-15	60	Penningmeester administratie
2025-05-15	60	Feest meet
2025-05-15	120	burendag vergadering
2025-05-15	60	Feest commissie vergadering + taakje
2025-05-15	120	Burendagoverleg en boodschappenlijst
2025-05-15	300	UOT: Tekst controleren en toolbox
2025-05-15	60	Kasco antwoorden Jannes
2025-05-14	330	UOT: Toolbox stresstests bestuderen en verwerken
2025-05-13	60	Feest langs bij buren
2025-05-13	30	UOT: Toolbox - 37.000 runs imuleren
2025-05-12	0	Organising instemming applicants into document and printing the letters for nerds to read and vote
2025-05-12	135	Organising instemming applicants into document and printing the letters for nerds to read and vote
2025-05-12	510	UOT: Toolbox output aan rekenblad koppelen
2025-05-11	90	blokkenschema maken feest
2025-05-11	90	mailen+voorbereidingen campingtrip
2025-05-11	0	Responding to instemming candidates
2025-05-11	195	Responding to instemming candidates
2025-05-11	330	UOT: Toolbox hypotheek verwerkt
2025-05-09	300	UOT: Toolbox
2025-05-08	270	UOT: Toolbox
2025-05-07	120	burendag vergadering
2025-05-07	120	Burendagoverleg
2025-05-07	90	UOT: Hypotheekmodel gemaakt voor reset
2025-05-06	240	Eetcafe
2025-05-06	240	Eetcafe
2025-05-06	480	UOT: Toolbox
2025-05-05	330	OUT Toolboxes quickfixus repareren
2025-05-04	0	Re-writing and posting nieuwelaan ad on woongroep.net
